Date,XLV_Open,XLV_High,XLV_Low,XLV_Close,XLV_Adj_Close,XLV_Volume,XLK_Open,XLK_High,XLK_Low,XLK_Close,XLK_Adj_Close,XLK_Volume,XLP_Open,XLP_High,XLP_Low,XLP_Close,XLP_Adj_Close,XLP_Volume,XLE_Open,XLE_High,XLE_Low,XLE_Close,XLE_Adj_Close,XLE_Volume,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Adj_Close,SPY_Volume,XLI_Open,XLI_High,XLI_Low,XLI_Close,XLI_Adj_Close,XLI_Volume,XLY_Open,XLY_High,XLY_Low,XLY_Close,XLY_Adj_Close,XLY_Volume,XLU_Open,XLU_High,XLU_Low,XLU_Close,XLU_Adj_Close,XLU_Volume,XLB_Open,XLB_High,XLB_Low,XLB_Close,XLB_Adj_Close,XLB_Volume,XLF_Open,XLF_High,XLF_Low,XLF_Close,XLF_Adj_Close,XLF_Volume
2010-01-04,31.469999313354492,31.6200008392334,31.270000457763672,31.610000610351562,24.083446502685547,5580900,11.569999694824219,11.645000457763672,11.550000190734863,11.635000228881836,9.390439987182617,16898800,26.450000762939453,26.780000686645508,26.450000762939453,26.670000076293945,17.347871780395508,8465900,28.959999084472656,29.405000686645508,28.895000457763672,29.405000686645508,17.38109016418457,33856800,112.37000274658203,113.38999938964844,111.51000213623047,113.33000183105469,85.02794647216797,118944600,28.09000015258789,28.31999969482422,27.959999084472656,28.31999969482422,20.981578826904297,7471500,14.949999809265137,15.055000305175781,14.949999809265137,15.0,12.333337783813477,10887800,15.640000343322754,15.680000305175781,15.505000114440918,15.539999961853027,8.948219299316406,16435200,16.790000915527344,17.010000228881836,16.725000381469727,17.010000228881836,12.069951057434082,15135000,11.7952880859375,11.96588134765625,11.770917892456055,11.93338680267334,8.988357543945312,92942347
2010-01-05,31.559999465942383,31.670000076293945,31.299999237060547,31.299999237060547,23.847270965576172,5428600,11.649999618530273,11.649999618530273,11.550000190734863,11.619999885559082,9.378339767456055,39976400,26.690000534057617,26.719999313354492,26.540000915527344,26.68000030517578,17.35438346862793,11805400,29.44499969482422,29.704999923706055,29.309999465942383,29.645000457763672,17.52295684814453,34736200,113.26000213623047,113.68000030517578,112.8499984741211,113.62999725341797,85.25303649902344,111579900,28.280000686645508,28.450000762939453,28.18000030517578,28.420000076293945,21.055667877197266,8256700,15.005000114440918,15.069999694824219,14.90999984741211,15.055000305175781,12.378564834594727,12324400,15.494999885559082,15.585000038146973,15.279999732971191,15.354999542236328,8.841689109802246,36047400,17.040000915527344,17.09000015258789,16.905000686645508,17.065000534057617,12.108976364135742,17678400,11.91714096069336,12.152721405029297,11.900894165039062,12.152721405029297,9.153556823730469,96770018
2010-01-06,31.299999237060547,31.6200008392334,31.299999237060547,31.6200008392334,24.091066360473633,4883600,11.619999885559082,11.625,11.479999542236328,11.489999771118164,9.273416519165039,20048200,26.649999618530273,26.690000534057617,26.540000915527344,26.65999984741211,17.341360092163086,9267000,29.65999984741211,30.09000015258789,29.594999313354492,30.0,17.732791900634766,48703800,113.5199966430664,113.98999786376953,113.43000030517578,113.70999908447266,85.31302642822266,116074400,28.350000381469727,28.510000228881836,28.34000015258789,28.479999542236328,21.100114822387695,5356700,15.045000076293945,15.109999656677246,15.010000228881836,15.074999809265137,12.395013809204102,8493800,15.345000267028809,15.5,15.345000267028809,15.444999694824219,8.893516540527344,25490200,17.06999969482422,17.415000915527344,17.040000915527344,17.354999542236328,12.314760208129883,16184000,12.144598007202148,12.22583293914795,12.0552396774292,12.177091598510742,9.171916007995605,75492798
2010-01-07,31.5,31.729999542236328,31.43000030517578,31.729999542236328,24.17487335205078,6114600,11.5,11.5,11.404999732971191,11.444999694824219,9.237096786499023,14584800,26.739999771118164,26.739999771118164,26.510000228881836,26.65999984741211,17.341360092163086,6951500,29.8700008392334,30.0049991607666,29.649999618530273,29.954999923706055,17.706188201904297,34899000,113.5,114.33000183105469,113.18000030517578,114.19000244140625,85.6731948852539,131091100,28.43000030517578,28.829999923706055,28.329999923706055,28.790000915527344,21.329790115356445,12118200,15.170000076293945,15.204999923706055,15.069999694824219,15.199999809265137,12.497787475585938,11473400,15.425000190734863,15.4350004196167,15.319999694824219,15.375,8.853212356567383,13126200,17.270000457763672,17.290000915527344,17.079999923706055,17.219999313354492,12.218962669372559,11514600,12.201461791992188,12.510153770446777,12.177091598510742,12.437043190002441,9.367712020874023,117869112
2010-01-08,31.790000915527344,31.809999465942383,31.559999465942383,31.780000686645508,24.212968826293945,4284800,11.430000305175781,11.529999732971191,11.390000343322754,11.520000457763672,9.29763126373291,23772400,26.600000381469727,26.600000381469727,26.420000076293945,26.56999969482422,17.2828311920166,5437400,29.850000381469727,30.174999237060547,29.7450008392334,30.149999618530273,17.821456909179688,26688600,113.88999938964844,114.62000274658203,113.66000366210938,114.56999969482422,85.95829010009766,126402800,28.799999237060547,29.260000228881836,28.780000686645508,29.25,21.670604705810547,8065000,15.145000457763672,15.204999923706055,15.0600004196167,15.194999694824219,12.493673324584961,12876000,15.354999542236328,15.395000457763672,15.260000228881836,15.359999656677246,8.844573020935059,12535200,17.18000030517578,17.459999084472656,17.139999389648438,17.459999084472656,12.38925838470459,9284800,12.372055053710938,12.437043190002441,12.266449928283691,12.363931655883789,9.312647819519043,111866140
2010-01-11,31.950000762939453,32.0,31.81999969482422,31.959999084472656,24.350109100341797,4177700,11.569999694824219,11.574999809265137,11.420000076293945,11.475000381469727,9.261313438415527,30477800,26.559999465942383,26.68000030517578,26.3799991607666,26.639999389648438,17.32836151123047,6140200,30.344999313354492,30.434999465942383,29.864999771118164,30.110000610351562,17.79781150817871,38919800,115.08000183105469,115.12999725341797,114.23999786376953,114.7300033569336,86.07830810546875,106375700,29.450000762939453,29.610000610351562,29.299999237060547,29.56999969482422,21.90768051147461,11895500,15.225000381469727,15.270000457763672,15.085000038146973,15.164999961853027,12.469008445739746,8347000,15.399999618530273,15.550000190734863,15.375,15.520000457763672,8.936705589294434,17749000,17.68000030517578,17.690000534057617,17.290000915527344,17.364999771118164,12.321853637695312,18217000,12.485783576965332,12.49390697479248,12.298944473266602,12.372055053710938,9.318764686584473,72747299
2010-01-12,31.81999969482422,31.90999984741211,31.610000610351562,31.729999542236328,24.17487335205078,5791400,11.40999984741211,11.425000190734863,11.305000305175781,11.350000381469727,9.160420417785645,19485600,26.540000915527344,26.790000915527344,26.540000915527344,26.790000915527344,17.425928115844727,6822400,29.649999618530273,29.854999542236328,29.520000457763672,29.674999237060547,17.54068374633789,43021200,113.97000122070312,114.20999908447266,113.22000122070312,113.66000366210938,85.27555847167969,163333500,29.31999969482422,29.40999984741211,29.1200008392334,29.329999923706055,21.729862213134766,12020700,15.074999809265137,15.109999656677246,14.90999984741211,14.970000267028809,12.308679580688477,10946800,15.475000381469727,15.579999923706055,15.395000457763672,15.454999923706055,8.89927864074707,16655000,17.114999771118164,17.204999923706055,16.864999771118164,17.03499984741211,12.087693214416504,26324000,12.274574279785156,12.331438064575195,12.112104415893555,12.193339347839355,9.184152603149414,137613736
2010-01-13,31.809999465942383,32.25,31.799999237060547,32.150001525878906,24.494871139526367,8056100,11.399999618530273,11.475000381469727,11.300000190734863,11.460000038146973,9.24920654296875,20107400,26.799999237060547,27.040000915527344,26.790000915527344,26.979999542236328,17.549518585205078,7926700,29.65999984741211,29.899999618530273,29.260000228881836,29.78499984741211,17.605712890625,44275000,113.94999694824219,114.94000244140625,113.37000274658203,114.62000274658203,85.99581146240234,161822000,29.280000686645508,29.510000228881836,29.170000076293945,29.450000762939453,21.81876564025879,10978200,15.029999732971191,15.164999961853027,14.979999542236328,15.140000343322754,12.448456764221191,9231600,15.494999885559082,15.630000114440918,15.430000305175781,15.625,8.997159957885742,15719000,17.079999923706055,17.25,16.875,17.235000610351562,12.229606628417969,23886200,12.193339347839355,12.372055053710938,12.095856666564941,12.331438064575195,9.288168907165527,100839458
2010-01-14,32.209999084472656,32.45000076293945,32.09000015258789,32.439998626708984,24.715816497802734,7801400,11.449999809265137,11.529999732971191,11.4350004196167,11.489999771118164,9.273416519165039,15013200,26.940000534057617,27.0,26.8700008392334,26.899999618530273,17.497486114501953,5258900,29.780000686645508,29.94499969482422,29.665000915527344,29.8700008392334,17.655948638916016,31090800,114.48999786376953,115.13999938964844,114.41999816894531,114.93000030517578,86.22838592529297,115718800,29.40999984741211,29.469999313354492,29.329999923706055,29.450000762939453,21.81876564025879,4762700,15.095000267028809,15.15999984741211,15.0649995803833,15.140000343322754,12.448456764221191,11280600,15.604999542236328,15.645000457763672,15.484999656677246,15.555000305175781,8.956857681274414,9633200,17.225000381469727,17.260000228881836,17.0,17.024999618530273,12.080592155456543,19231000,12.290820121765137,12.428919792175293,12.258326530456543,12.388301849365234,9.331002235412598,70844542
2010-01-15,32.31999969482422,32.5,32.029998779296875,32.220001220703125,24.54821014404297,9691800,11.510000228881836,11.520000457763672,11.295000076293945,11.329999923706055,9.14427661895752,27066600,26.940000534057617,26.979999542236328,26.670000076293945,26.770000457763672,17.41292381286621,11968800,29.834999084472656,29.899999618530273,29.424999237060547,29.6299991607666,17.514083862304688,38110400,114.7300033569336,114.83999633789062,113.19999694824219,113.63999938964844,85.26054382324219,212283100,29.350000381469727,29.440000534057617,28.989999771118164,29.06999969482422,21.537229537963867,7251000,15.109999656677246,15.170000076293945,14.9399995803833,14.989999771118164,12.32512092590332,11779000,15.444999694824219,15.520000457763672,15.289999961853027,15.454999923706055,8.89927864074707,25421400,17.0049991607666,17.06999969482422,16.815000534057617,16.899999618530273,11.991894721984863,15210600,12.315191268920898,12.32331371307373,12.120226860046387,12.136473655700684,9.14132308959961,118059301
2010-01-19,32.33000183105469,33.0099983215332,32.33000183105469,33.0,25.142478942871094,17749900,11.354999542236328,11.524999618530273,11.354999542236328,11.524999618530273,9.301661491394043,14965600,26.84000015258789,26.969999313354492,26.719999313354492,26.93000030517578,17.51700210571289,10974200,29.549999237060547,29.950000762939453,29.4950008392334,29.899999618530273,17.67368507385254,29226200,113.62000274658203,115.12999725341797,113.58999633789062,115.05999755859375,86.32591247558594,139172700,29.170000076293945,29.43000030517578,29.040000915527344,29.389999389648438,21.774322509765625,11941300,15.0649995803833,15.1899995803833,14.930000305175781,15.1899995803833,12.4895658493042,8837000,15.460000038146973,15.649999618530273,15.420000076293945,15.635000228881836,9.002922058105469,11792800,16.924999237060547,17.174999237060547,16.850000381469727,17.170000076293945,12.183485984802246,13603400,12.08773422241211,12.298944473266602,12.022746086120605,12.290820121765137,9.25757884979248,100437782
2010-01-20,33.11000061035156,33.15999984741211,32.470001220703125,32.720001220703125,24.92915153503418,16706200,11.4350004196167,11.4350004196167,11.234999656677246,11.34000015258789,9.15235424041748,29398000,26.8799991607666,26.8799991607666,26.530000686645508,26.729999542236328,17.386905670166016,8670500,29.579999923706055,29.579999923706055,29.209999084472656,29.434999465942383,17.398820877075195,31283400,114.27999877929688,114.44999694824219,112.9800033569336,113.88999938964844,85.4481201171875,216490200,29.06999969482422,29.1299991607666,28.670000076293945,28.940000534057617,21.44092559814453,9810400,15.069999694824219,15.09000015258789,14.904999732971191,14.984999656677246,12.321011543273926,10056200,15.579999923706055,15.579999923706055,15.329999923706055,15.470000267028809,8.907913208007812,19039400,16.950000762939453,17.0,16.709999084472656,16.864999771118164,11.967059135437012,23007600,12.209586143493652,12.339561462402344,12.128351211547852,12.258326530456543,9.233101844787598,99359426
2010-01-21,32.709999084472656,32.869998931884766,31.979999542236328,32.0099983215332,24.38820457458496,15057200,11.375,11.430000305175781,11.1850004196167,11.220000267028809,9.05550479888916,25606800,26.709999084472656,26.84000015258789,26.290000915527344,26.350000381469727,17.13973045349121,9044700,29.459999084472656,29.549999237060547,28.764999389648438,28.834999084472656,17.044174194335938,50413200,113.91999816894531,114.2699966430664,111.55999755859375,111.69999694824219,83.80502319335938,344859600,28.920000076293945,29.049999237060547,28.25,28.270000457763672,20.94453239440918,17492900,14.989999771118164,15.125,14.770000457763672,14.795000076293945,12.164786338806152,13573200,15.489999771118164,15.579999923706055,15.199999809265137,15.244999885559082,8.77835464477539,25810600,16.885000228881836,16.885000228881836,16.1299991607666,16.135000228881836,11.449069023132324,39632400,12.250203132629395,12.331438064575195,11.779041290283203,11.909016609191895,8.970000267028809,310007531
2010-01-22,31.90999984741211,32.220001220703125,31.600000381469727,31.65999984741211,24.12154197692871,13221000,11.199999809265137,11.199999809265137,10.8149995803833,10.829999923706055,8.740739822387695,67402400,26.25,26.489999771118164,26.200000762939453,26.290000915527344,17.100704193115234,9082400,28.69499969482422,28.860000610351562,28.06999969482422,28.149999618530273,16.6392765045166,46057200,111.19999694824219,111.73999786376953,109.08999633789062,109.20999908447266,81.9368667602539,345942400,28.299999237060547,28.459999084472656,27.829999923706055,27.84000015258789,20.62596321105957,16216200,14.734999656677246,14.850000381469727,14.5,14.510000228881836,11.93045425415039,20184200,15.25,15.25,14.90999984741211,14.90999984741211,8.585453033447266,25406200,16.09000015258789,16.28499984741211,15.774999618530273,15.8149995803833,11.222004890441895,40093800,11.868399620056152,11.925264358520508,11.4541015625,11.519089698791504,8.676301002502441,260932239
2010-01-25,31.979999542236328,31.979999542236328,31.6299991607666,31.65999984741211,24.12154197692871,7485600,10.930000305175781,10.989999771118164,10.859999656677246,10.920000076293945,8.81337833404541,66680200,26.479999542236328,26.489999771118164,26.209999084472656,26.34000015258789,17.133220672607422,6078200,28.34000015258789,28.610000610351562,28.2450008392334,28.334999084472656,16.748624801635742,31802400,110.20999908447266,110.41000366210938,109.41000366210938,109.7699966430664,82.35699462890625,186937500,28.170000076293945,28.209999084472656,27.860000610351562,28.020000457763672,20.759319305419922,12695500,14.604999542236328,14.649999618530273,14.489999771118164,14.585000038146973,11.992122650146484,10623200,15.050000190734863,15.069999694824219,14.875,15.010000228881836,8.643033981323242,14953600,15.979999542236328,16.1200008392334,15.899999618530273,15.954999923706055,11.321343421936035,20610200,11.681559562683105,11.730300903320312,11.470349311828613,11.584077835083008,8.725253105163574,179396215
2010-01-26,31.540000915527344,31.639999389648438,31.309999465942383,31.479999542236328,23.98440170288086,9292600,10.899999618530273,11.024999618530273,10.84000015258789,10.890000343322754,8.789163589477539,32250600,26.209999084472656,26.40999984741211,26.15999984741211,26.309999465942383,17.113712310791016,8116700,28.100000381469727,28.649999618530273,27.959999084472656,28.155000686645508,16.642223358154297,43030600,109.33999633789062,110.47000122070312,109.04000091552734,109.30999755859375,82.0118408203125,211168800,27.860000610351562,28.18000030517578,27.75,27.899999618530273,20.67041015625,12708200,14.510000228881836,14.704999923706055,14.479999542236328,14.604999542236328,12.008563041687012,11013800,15.0,15.130000114440918,14.920000076293945,15.069999694824219,8.677586555480957,15081800,15.779999732971191,15.994999885559082,15.680000305175781,15.729999542236328,11.161688804626465,33567800,11.510967254638672,11.697807312011719,11.364744186401367,11.380990982055664,8.572282791137695,151799780
2010-01-27,31.3700008392334,31.75,31.329999923706055,31.700000762939453,24.152027130126953,13238800,10.895000457763672,11.005000114440918,10.8149995803833,10.979999542236328,8.86180305480957,35370000,26.280000686645508,26.399999618530273,26.170000076293945,26.3700008392334,17.15273094177246,12558400,28.075000762939453,28.325000762939453,27.59000015258789,28.045000076293945,16.57721519470215,53233400,109.16999816894531,110.08000183105469,108.33000183105469,109.83000183105469,82.40202331542969,271863600,27.799999237060547,28.040000915527344,27.520000457763672,27.979999542236328,20.729679107666016,22437800,14.609999656677246,14.680000305175781,14.479999542236328,14.630000114440918,12.029119491577148,14083600,15.074999809265137,15.074999809265137,14.78499984741211,14.970000267028809,8.620004653930664,28596200,15.654999732971191,15.770000457763672,15.324999809265137,15.595000267028809,11.065896034240723,39417600,11.413484573364258,11.681559562683105,11.364744186401367,11.65718936920166,8.780318260192871,254674696
2010-01-28,31.799999237060547,31.84000015258789,31.40999984741211,31.5,23.999635696411133,12890200,10.925000190734863,10.9399995803833,10.619999885559082,10.664999961853027,8.60756778717041,46278600,26.40999984741211,26.610000610351562,26.290000915527344,26.299999237060547,17.107208251953125,14181700,28.25,28.309999465942383,27.399999618530273,27.75,16.402841567993164,68861400,110.19000244140625,110.25,107.91000366210938,108.56999969482422,81.45665740966797,316104000,28.020000457763672,28.149999618530273,27.399999618530273,27.65999984741211,20.492597579956055,21371000,14.694999694824219,14.765000343322754,14.460000038146973,14.545000076293945,11.959232330322266,12583200,14.949999809265137,15.0600004196167,14.774999618530273,14.854999542236328,8.55378246307373,28124400,15.694999694824219,15.739999771118164,15.239999771118164,15.3149995803833,10.867210388183594,32740800,11.74654769897461,11.803412437438965,11.4541015625,11.600324630737305,8.737485885620117,275452007
2010-01-29,31.600000381469727,31.690000534057617,31.280000686645508,31.280000686645508,23.8320255279541,11902000,10.765000343322754,10.779999732971191,10.430000305175781,10.479999542236328,8.458260536193848,53794800,26.420000076293945,26.56999969482422,26.200000762939453,26.200000762939453,17.042158126831055,8930500,27.954999923706055,28.229999542236328,27.110000610351562,27.25,16.107290267944336,65605400,109.04000091552734,109.80000305175781,107.22000122070312,107.38999938964844,80.57135009765625,310677600,27.709999084472656,27.979999542236328,27.309999465942383,27.3799991607666,20.285152435302734,17136200,14.579999923706055,14.744999885559082,14.444999694824219,14.454999923706055,11.885231971740723,14724400,14.854999542236328,14.944999694824219,14.739999771118164,14.765000343322754,8.501961708068848,19145600,15.4350004196167,15.65999984741211,15.0600004196167,15.069999694824219,10.693368911743164,32241400,11.681559562683105,11.835906028747559,11.48659610748291,11.519089698791504,8.676301002502441,222839929
2010-02-01,31.329999923706055,31.549999237060547,31.200000762939453,31.459999084472656,23.96916961669922,6463000,10.529999732971191,10.625,10.524999618530273,10.600000381469727,8.555109977722168,38415000,26.360000610351562,26.450000762939453,26.25,26.399999618530273,17.172250747680664,9016100,27.575000762939453,28.155000686645508,27.55500030517578,28.149999618530273,16.6392765045166,43626600,108.1500015258789,109.06999969482422,107.5,109.05999755859375,81.82429504394531,187865000,27.690000534057617,27.799999237060547,27.5,27.790000915527344,20.588918685913086,16144100,14.484999656677246,14.640000343322754,14.470000267028809,14.640000343322754,12.037342071533203,17754200,14.779999732971191,14.869999885559082,14.675000190734863,14.859999656677246,8.55666446685791,13365800,15.229999542236328,15.670000076293945,15.229999542236328,15.670000076293945,11.119117736816406,34546000,11.592201232910156,11.74654769897461,11.592201232910156,11.714054107666016,8.823150634765625,155187738
2010-02-02,31.549999237060547,32.119998931884766,31.3799991607666,32.11000061035156,24.464399337768555,9894100,10.635000228881836,10.734999656677246,10.574999809265137,10.704999923706055,8.63985538482666,27391200,26.450000762939453,26.809999465942383,26.389999389648438,26.780000686645508,17.41942596435547,7433200,28.2549991607666,28.56999969482422,28.024999618530273,28.520000457763672,16.857975006103516,44501600,109.26000213623047,110.58999633789062,108.87999725341797,110.37999725341797,82.81465148925781,216327900,27.950000762939453,28.3700008392334,27.889999389648438,28.31999969482422,20.981578826904297,20403200,14.675000190734863,14.850000381469727,14.59000015258789,14.845000267028809,12.205901145935059,10987400,14.895000457763672,14.989999771118164,14.734999656677246,14.979999542236328,8.625761032104492,13107200,15.739999771118164,15.800000190734863,15.510000228881836,15.720000267028809,11.154595375061035,32079400,11.722176551818848,11.860276222229004,11.673436164855957,11.827781677246094,8.908811569213867,135155306
2010-02-03,32.0,32.029998779296875,31.579999923706055,31.68000030517578,24.136781692504883,5967400,10.664999961853027,10.755000114440918,10.654999732971191,10.729999542236328,8.660032272338867,29566400,26.709999084472656,26.709999084472656,26.540000915527344,26.59000015258789,17.295839309692383,6566900,28.440000534057617,28.674999237060547,28.209999084472656,28.274999618530273,16.71315574645996,39498600,109.87999725341797,110.4800033569336,109.51000213623047,109.83000183105469,82.40202331542969,172730700,28.239999771118164,28.40999984741211,28.079999923706055,28.149999618530273,20.85563087463379,13675400,14.805000305175781,14.890000343322754,14.765000343322754,14.854999542236328,12.214119911193848,9726800,14.899999618530273,14.954999923706055,14.829999923706055,14.875,8.565299987792969,7964800,15.65999984741211,15.8100004196167,15.489999771118164,15.539999961853027,11.026869773864746,36213600,11.76279354095459,11.844029426574707,11.665312767028809,11.697807312011719,8.810918807983398,131388692
2010-02-04,31.420000076293945,31.530000686645508,30.860000610351562,30.8799991607666,23.527267456054688,10027700,10.664999961853027,10.6850004196167,10.420000076293945,10.430000305175781,8.417903900146484,32978200,26.510000228881836,26.520000457763672,26.0,26.049999237060547,16.94458770751953,10827300,28.049999237060547,28.059999465942383,27.100000381469727,27.114999771118164,16.027490615844727,74346400,108.9800033569336,109.02999877929688,106.41999816894531,106.44000244140625,79.85858917236328,356715700,27.959999084472656,28.010000228881836,27.31999969482422,27.31999969482422,20.240705490112305,20628100,14.734999656677246,14.770000457763672,14.420000076293945,14.425000190734863,11.860567092895508,20252400,14.805000305175781,14.835000038146973,14.484999656677246,14.484999656677246,8.340730667114258,14481600,15.329999923706055,15.375,14.949999809265137,14.960000038146973,10.615316390991211,45618000,11.592201232910156,11.608448028564453,11.186027526855469,11.194150924682617,8.43155574798584,266891017
2010-02-05,30.790000915527344,30.979999542236328,30.270000457763672,30.829999923706055,23.489171981811523,14325900,10.444999694824219,10.555000305175781,10.354999542236328,10.53499984741211,8.502647399902344,46507400,26.0,26.049999237060547,25.709999084472656,25.979999542236328,16.899051666259766,13527400,27.110000610351562,27.239999771118164,26.334999084472656,27.1200008392334,16.03044891357422,92756800,106.55999755859375,106.87999725341797,104.58000183105469,106.66000366210938,80.02364349365234,493585800,27.3799991607666,27.530000686645508,26.65999984741211,27.200000762939453,20.151803970336914,30821300,14.420000076293945,14.484999656677246,14.104999542236328,14.385000228881836,11.827674865722656,16607800,14.515000343322754,14.515000343322754,14.229999542236328,14.460000038146973,8.326336860656738,19976600,15.005000114440918,15.244999885559082,14.739999771118164,15.239999771118164,10.813996315002441,64498000,11.259139060974121,11.356620788574219,10.974817276000977,11.324127197265625,8.529455184936523,315216015
2010-02-08,30.850000381469727,30.950000762939453,30.59000015258789,30.68000030517578,23.37489128112793,6971500,10.550000190734863,10.609999656677246,10.475000381469727,10.489999771118164,8.466326713562012,45887600,26.049999237060547,26.170000076293945,25.93000030517578,25.950000762939453,16.87953758239746,5150900,27.125,27.44499969482422,26.864999771118164,26.8700008392334,15.882673263549805,48230200,106.73999786376953,107.33000183105469,105.80999755859375,105.88999938964844,79.44596099853516,224166900,27.270000457763672,27.31999969482422,26.899999618530273,26.899999618530273,19.92953109741211,17888900,14.414999961853027,14.529999732971191,14.295000076293945,14.295000076293945,11.753677368164062,12753800,14.475000381469727,14.5600004196167,14.289999961853027,14.295000076293945,8.231324195861816,10247000,15.270000457763672,15.359999656677246,14.979999542236328,14.994999885559082,10.640148162841797,40944600,11.34849739074707,11.34849739074707,11.080422401428223,11.09666919708252,8.358135223388672,132199183
2010-02-09,31.06999969482422,31.200000762939453,30.68000030517578,30.920000076293945,23.55774688720703,8632900,10.604999542236328,10.680000305175781,10.510000228881836,10.579999923706055,8.538965225219727,31774800,26.190000534057617,26.399999618530273,26.040000915527344,26.260000228881836,17.08118438720703,7456500,27.239999771118164,27.780000686645508,27.155000686645508,27.434999465942383,16.216642379760742,67116200,107.12999725341797,108.1500015258789,106.2699966430664,107.22000122070312,80.44380187988281,337820500,27.200000762939453,27.670000076293945,27.110000610351562,27.420000076293945,20.314804077148438,22723500,14.420000076293945,14.604999542236328,14.369999885559082,14.515000343322754,11.93456745147705,13809800,14.420000076293945,14.604999542236328,14.369999885559082,14.4399995803833,8.314818382263184,17430600,15.225000381469727,15.520000457763672,15.125,15.359999656677246,10.89914608001709,57488000,11.23476791381836,11.291632652282715,11.047928810119629,11.210397720336914,8.443790435791016,190172389
2010-02-10,30.950000762939453,30.950000762939453,30.489999771118164,30.729999542236328,23.412981033325195,7047300,10.604999542236328,10.619999885559082,10.484999656677246,10.550000190734863,8.51475715637207,20846800,26.280000686645508,26.290000915527344,26.040000915527344,26.229999542236328,17.06167221069336,6364600,27.44499969482422,27.489999771118164,26.889999389648438,27.31999969482422,16.14866828918457,48364600,107.05000305175781,107.5999984741211,106.11000061035156,107.01000213623047,80.2862319946289,240511500,27.440000534057617,27.510000228881836,27.1299991607666,27.3799991607666,20.285152435302734,12709800,14.529999732971191,14.53499984741211,14.329999923706055,14.454999923706055,11.885231971740723,11132600,14.470000267028809,14.470000267028809,14.25,14.375,8.27739143371582,13144400,15.380000114440918,15.40999984741211,15.0649995803833,15.255000114440918,10.824641227722168,43105200,11.226645469665527,11.421607971191406,11.153533935546875,11.299756050109863,8.511096954345703,155220729
